Província,Tipus de fet,Àmbit fet,Sexe,Edat,Nombre víctimes,Date,Municipi_clean,Comarca_clean,Rol_autor,Rol_victima
barcelona,delicte,lgtbi fobia,home,28,1,2021-01-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,27,1,2021-01-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,dona,23,1,2021-01-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,24,1,2021-01-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,dona,21,1,2021-01-01,barcelona,barcelones,True,False
barcelona,delicte,religios,home,54,1,2021-01-01,manresa,bages,False,True
barcelona,delicte,religios,home,51,1,2021-01-01,manresa,bages,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,19,1,2021-01-01,cabrils,maresme,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,20,1,2021-01-01,cabrils,maresme,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,15,1,2021-01-01,premia de mar,maresme,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,16,1,2021-01-01,premia de mar,maresme,True,False
barcelona,delicte,lgtbi fobia,dona,34,1,2021-01-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,29,1,2021-01-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,29,1,2021-01-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,31,1,2021-01-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,24,1,2021-01-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,dona,29,1,2021-01-01,barcelona,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,54,1,2021-01-01,barcelona,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,67,1,2021-01-01,barcelona,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,31,1,2021-01-01,barcelona,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,48,1,2021-01-01,mollet del valles,valles oriental,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,41,1,2021-01-01,mollet del valles,valles oriental,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,74,1,2021-01-01,premia de mar,maresme,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,23,1,2021-01-01,girona,maresme,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,40,1,2021-01-01,manresa,valles occidental,False,True
barcelona,delicte,religios,home,43,1,2021-01-01,manresa,barcelones,False,True
barcelona,delicte,religios,home,41,1,2021-01-01,hospitalet de llobregat,barcelones,True,False
barcelona,altres,lgtbi fobia,home,44,1,2021-01-01,sant adria de besos,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,62,1,2021-01-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,26,1,2021-01-01,barcelona,barcelones,False,True
tarragona,delicte,orientacio politica,home,46,1,2021-01-01,tarragona,tarragones,False,True
barcelona,delicte,orientacio politica,home,24,1,2021-01-01,igualada,anoia,False,True
barcelona,delicte,lgtbi fobia,dona,37,1,2021-01-01,barcelona,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,58,1,2021-01-01,barcelona,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,39,1,2021-01-01,barcelona,barcelones,False,True
barcelona,delicte,sexisme,home,20,1,2021-01-01,barcelona,barcelones,True,False
barcelona,delicte,sexisme,dona,43,1,2021-01-01,barcelona,barcelones,False,True
barcelona,delicte,antisemita,home,20,1,2021-02-01,barcelona,barcelones,True,False
barcelona,delicte,antisemita,home,25,1,2021-02-01,barcelona,barcelones,True,False
barcelona,delicte,antisemita,home,15,1,2021-02-01,barcelona,barcelones,True,False
barcelona,delicte,antisemita,home,25,1,2021-02-01,barcelona,barcelones,True,False
barcelona,delicte,antisemita,home,33,1,2021-02-01,barcelona,barcelones,True,False
barcelona,delicte,antisemita,home,55,1,2021-02-01,barcelona,barcelones,False,True
barcelona,delicte,orientacio politica,home,31,1,2021-02-01,calders,moianes,False,True
girona,delicte,lgtbi fobia,home,52,1,2021-02-01,celra,girones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,45,1,2021-02-01,manresa,bages,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,13,1,2021-02-01,manresa,bages,False,True
barcelona,delicte,discapacitat psiquic/mental,dona,14,1,2021-02-01,sant vicenc dels horts,baix llobregat,True,False
barcelona,delicte,discapacitat psiquic/mental,dona,17,1,2021-02-01,sant vicenc dels horts,baix llobregat,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,50,1,2021-02-01,barcelona,barcelones,False,True
barcelona,delicte,orientacio politica,dona,32,1,2021-02-01,barcelona,barcelones,False,True
tarragona,delicte,lgtbi fobia,home,25,1,2021-02-01,reus,baix camp,True,False
tarragona,delicte,lgtbi fobia,dona,48,1,2021-02-01,reus,baix camp,False,True
girona,delicte,orientacio politica,home,50,1,2021-02-01,girona,girones,True,False
girona,delicte,orientacio politica,dona,40,1,2021-02-01,fornells de la selva,girones,False,True
girona,delicte,orientacio politica,home,37,1,2021-02-01,fornells de la selva,girones,False,True
barcelona,delicte,lgtbi fobia,home,36,1,2021-02-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,36,1,2021-02-01,terrassa,valles occidental,True,False
barcelona,delicte,lgtbi fobia,dona,19,1,2021-02-01,terrassa,valles occidental,False,True
girona,delicte,religios,home,60,1,2021-02-01,palafrugell,baix emporda,False,True
barcelona,delicte,lgtbi fobia,home,16,1,2021-02-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,15,1,2021-02-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,15,1,2021-02-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,dona,32,1,2021-02-01,barcelona,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,39,1,2021-02-01,barcelona,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,36,1,2021-02-01,barcelona,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,30,1,2021-02-01,barcelona,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,42,1,2021-02-01,santa coloma de gramenet,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,46,1,2021-02-01,santa coloma de gramenet,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,48,1,2021-02-01,santa coloma de gramenet,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,47,1,2021-02-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,dona,24,1,2021-02-01,barcelona,barcelones,False,True
barcelona,delicte,orientacio politica,home,21,1,2021-02-01,vic,osona,True,False
barcelona,delicte,orientacio politica,home,21,1,2021-02-01,vic,osona,True,False
barcelona,delicte,orientacio politica,home,21,1,2021-02-01,vic,osona,True,False
barcelona,delicte,orientacio politica,home,25,1,2021-02-01,vic,osona,True,False
barcelona,delicte,orientacio politica,home,20,1,2021-02-01,vic,osona,True,False
barcelona,delicte,orientacio politica,dona,52,1,2021-02-01,vic,osona,True,False
barcelona,delicte,orientacio politica,dona,17,1,2021-02-01,vic,osona,True,False
barcelona,delicte,orientacio politica,home,46,1,2021-02-01,vic,osona,False,True
tarragona,delicte,orientacio politica,home,56,1,2021-02-01,valls,alt camp,True,False
barcelona,delicte,orientacio politica,home,19,1,2021-02-01,hospitalet de llobregat,baix llobregat,True,False
barcelona,delicte,orientacio politica,home,21,1,2021-02-01,hospitalet de llobregat,baix llobregat,True,False
barcelona,delicte,orientacio politica,home,18,1,2021-02-01,hospitalet de llobregat,baix llobregat,False,True
barcelona,delicte,orientacio politica,home,20,1,2021-02-01,hospitalet de llobregat,baix llobregat,False,True
barcelona,delicte,orientacio politica,home,17,1,2021-02-01,hospitalet de llobregat,baix llobregat,False,True
barcelona,delicte,orientacio politica,home,45,1,2021-02-01,sant just desvern,baix llobregat,False,True
barcelona,delicte,orientacio politica,dona,20,1,2021-02-01,barcelona,barcelones,True,False
barcelona,delicte,orientacio politica,home,25,1,2021-02-01,barcelona,barcelones,True,False
barcelona,delicte,orientacio politica,home,20,1,2021-02-01,barcelona,barcelones,True,False
barcelona,delicte,orientacio politica,home,25,1,2021-02-01,barcelona,barcelones,True,False
barcelona,delicte,orientacio politica,home,20,1,2021-02-01,barcelona,barcelones,True,False
barcelona,delicte,orientacio politica,home,20,1,2021-02-01,barcelona,barcelones,True,False
barcelona,delicte,orientacio politica,home,19,1,2021-02-01,barcelona,barcelones,True,False
barcelona,delicte,orientacio politica,home,20,1,2021-02-01,barcelona,barcelones,True,False
barcelona,delicte,orientacio politica,home,15,1,2021-02-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,dona,63,1,2021-02-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,26,1,2021-02-01,barcelona,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,22,1,2021-02-01,manresa,bages,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,31,1,2021-02-01,manresa,bages,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,33,1,2021-02-01,barcelona,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,60,1,2021-02-01,barcelona,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,56,1,2021-02-01,rp metropolitana barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,15,1,2021-02-01,castellbell i el vilar,bages,False,True
barcelona,delicte,lgtbi fobia,home,15,1,2021-02-01,sabadell,valles occidental,True,False
barcelona,delicte,lgtbi fobia,home,15,1,2021-02-01,sabadell,valles occidental,True,False
barcelona,delicte,lgtbi fobia,home,14,1,2021-02-01,sabadell,valles occidental,True,False
barcelona,delicte,lgtbi fobia,dona,56,1,2021-02-01,sabadell,valles occidental,False,True
barcelona,infraccio administrativa,etnic/origen nacional/origen racial,home,46,1,2021-02-01,manresa,bages,True,False
barcelona,infraccio administrativa,etnic/origen nacional/origen racial,dona,17,1,2021-02-01,manresa,bages,True,False
barcelona,infraccio administrativa,etnic/origen nacional/origen racial,home,20,1,2021-02-01,sant joan de vilatorrada,bages,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,37,1,2021-02-01,barcelona,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,49,1,2021-02-01,barcelona,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,30,1,2021-02-01,badalona,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,56,1,2021-02-01,badalona,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,12,1,2021-02-01,badalona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,28,1,2021-02-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,48,1,2021-02-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,30,1,2021-02-01,barcelona,barcelones,False,True
barcelona,delicte,orientacio politica,home,61,1,2021-02-01,barcelona,barcelones,True,False
barcelona,delicte,orientacio politica,home,39,1,2021-02-01,barcelona,barcelones,True,False
barcelona,delicte,orientacio politica,home,45,1,2021-02-01,barcelona,barcelones,True,False
barcelona,delicte,orientacio politica,home,44,1,2021-02-01,barcelona,barcelones,False,True
barcelona,delicte,orientacio politica,home,42,1,2021-02-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,18,1,2021-02-01,rubi,valles occidental,False,True
barcelona,delicte,lgtbi fobia,dona,20,1,2021-02-01,rubi,valles occidental,False,True
barcelona,delicte,lgtbi fobia,dona,20,1,2021-02-01,rubi,valles occidental,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,22,1,2021-02-01,barcelona,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,19,1,2021-02-01,barcelona,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,39,1,2021-02-01,barcelona,barcelones,False,True
barcelona,delicte,orientacio politica,home,70,1,2021-02-01,berga,bergueda,False,True
girona,delicte,lgtbi fobia,home,14,1,2021-02-01,la bisbal demporda,baix emporda,True,False
girona,delicte,lgtbi fobia,dona,40,1,2021-02-01,mont ras,baix emporda,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,42,1,2021-02-01,badalona,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,54,1,2021-02-01,badalona,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,29,1,2021-02-01,badalona,barcelones,False,True
tarragona,delicte,etnic/origen nacional/origen racial,home,19,1,2021-02-01,tarragona,tarragones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,28,1,2021-02-01,manresa,bages,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,20,1,2021-02-01,manresa,bages,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,44,1,2021-02-01,manresa,bages,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,28,1,2021-02-01,manresa,bages,False,True
barcelona,delicte,lgtbi fobia,dona,25,1,2021-02-01,mataro,maresme,True,False
barcelona,delicte,lgtbi fobia,dona,36,1,2021-02-01,mataro,maresme,False,True
barcelona,delicte,lgtbi fobia,dona,18,1,2021-02-01,mataro,maresme,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,40,1,2021-02-01,igualada,anoia,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,34,1,2021-02-01,igualada,anoia,False,True
lleida,delicte,orientacio politica,dona,50,1,2021-02-01,lleida,segria,False,True
barcelona,delicte,orientacio politica,home,22,1,2021-02-01,barcelona,barcelones,True,False
barcelona,delicte,orientacio politica,home,21,1,2021-02-01,badalona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,44,1,2021-02-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,47,1,2021-02-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,36,1,2021-02-01,barcelona,barcelones,False,True
barcelona,infraccio administrativa,etnic/origen nacional/origen racial,dona,66,1,2021-02-01,vic,osona,True,False
barcelona,infraccio administrativa,etnic/origen nacional/origen racial,home,27,1,2021-02-01,vic,osona,False,True
barcelona,delicte,orientacio politica,home,21,1,2021-02-01,badalona,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,12,1,2021-03-01,barcelona,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,43,1,2021-03-01,barcelona,barcelones,True,False
tarragona,delicte,etnic/origen nacional/origen racial,home,60,1,2021-03-01,tarragona,tarragones,True,False
tarragona,delicte,etnic/origen nacional/origen racial,dona,48,1,2021-03-01,tarragona,tarragones,True,False
tarragona,delicte,etnic/origen nacional/origen racial,dona,51,1,2021-03-01,torredembarra,tarragones,False,True
tarragona,delicte,etnic/origen nacional/origen racial,dona,22,1,2021-03-01,torredembarra,tarragones,False,True
tarragona,delicte,etnic/origen nacional/origen racial,home,20,1,2021-03-01,torredembarra,tarragones,False,True
barcelona,delicte,sexisme,home,49,1,2021-03-01,hospitalet de llobregat,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,43,1,2021-03-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,47,1,2021-03-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,36,1,2021-03-01,barcelona,barcelones,False,True
barcelona,altres,etnic/origen nacional/origen racial,dona,38,1,2021-03-01,barcelona,barcelones,True,False
barcelona,altres,etnic/origen nacional/origen racial,home,35,1,2021-03-01,barcelona,barcelones,True,False
barcelona,altres,etnic/origen nacional/origen racial,home,65,1,2021-03-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,dona,43,1,2021-03-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,dona,33,1,2021-03-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,dona,28,1,2021-03-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,dona,34,1,2021-03-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,dona,32,1,2021-03-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,dona,38,1,2021-03-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,dona,27,1,2021-03-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,55,1,2021-03-01,barcelona,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,43,1,2021-03-01,terrassa,valles occidental,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,24,1,2021-03-01,terrassa,valles occidental,False,True
tarragona,delicte,orientacio politica,home,34,1,2021-03-01,reus,priorat,True,False
barcelona,infraccio administrativa,etnic/origen nacional/origen racial,dona,43,1,2021-03-01,badalona,barcelones,False,True
barcelona,infraccio administrativa,etnic/origen nacional/origen racial,home,45,1,2021-03-01,badalona,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,44,1,2021-03-01,barcelona,barcelones,True,False
barcelona,delicte,orientacio politica,home,67,1,2023-01-01,resta municipis,valles occidental,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,48,1,2021-03-01,barcelona,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,27,1,2021-03-01,barcelona,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,48,1,2021-03-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,dona,37,1,2021-03-01,sant feliu de llobregat,baix llobregat,False,True
barcelona,delicte,sexisme,dona,44,1,2021-03-01,hospitalet de llobregat,barcelones,False,True
barcelona,delicte,sexisme,home,23,1,2021-03-01,hospitalet de llobregat,barcelones,True,False
barcelona,infraccio administrativa,etnic/origen nacional/origen racial,home,54,1,2021-03-01,sabadell,valles occidental,False,True
barcelona,infraccio administrativa,etnic/origen nacional/origen racial,home,60,1,2021-03-01,sabadell,valles occidental,True,False
barcelona,delicte,discapacitat psiquic/mental,dona,15,1,2021-03-01,sant vicenc dels horts,baix llobregat,True,False
barcelona,delicte,discapacitat psiquic/mental,dona,17,1,2021-03-01,sant vicenc dels horts,baix llobregat,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,34,1,2021-03-01,barcelona,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,18,1,2021-03-01,barcelona,barcelones,False,True
tarragona,delicte,orientacio politica,home,47,1,2021-03-01,reus,baix camp,False,True
tarragona,delicte,orientacio politica,home,40,1,2021-03-01,reus,baix camp,True,False
lleida,delicte,orientacio politica,home,47,1,2021-03-01,lleida,segria,False,True
barcelona,delicte,sexisme,dona,12,1,2021-03-01,sant andreu de la barca,baix llobregat,False,True
barcelona,delicte,sexisme,home,12,1,2021-03-01,sant andreu de la barca,baix llobregat,True,False
barcelona,delicte,sexisme,home,12,1,2021-03-01,sant andreu de la barca,baix llobregat,True,False
barcelona,delicte,sexisme,home,12,1,2021-03-01,sant andreu de la barca,baix llobregat,True,False
girona,delicte,lgtbi fobia,home,61,1,2021-03-01,lloret de mar,selva,False,True
girona,delicte,lgtbi fobia,dona,49,1,2021-03-01,lloret de mar,selva,True,False
girona,delicte,lgtbi fobia,home,51,1,2021-03-01,lloret de mar,selva,True,False
girona,delicte,lgtbi fobia,dona,81,1,2021-03-01,lloret de mar,selva,True,False
girona,delicte,lgtbi fobia,home,26,1,2021-03-01,lloret de mar,selva,True,False
girona,delicte,lgtbi fobia,home,49,1,2021-03-01,lloret de mar,selva,False,True
girona,delicte,lgtbi fobia,dona,23,1,2021-03-01,lloret de mar,selva,True,False
girona,delicte,lgtbi fobia,dona,25,1,2021-03-01,lloret de mar,selva,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,60,1,2021-03-01,malgrat de mar,maresme,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,60,1,2021-03-01,arenys de mar,maresme,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,50,1,2021-03-01,arenys de mar,maresme,True,False
barcelona,delicte,lgtbi fobia,home,35,1,2021-03-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,dona,30,1,2021-03-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,dona,53,1,2021-03-01,barcelona,barcelones,True,False
tarragona,delicte,lgtbi fobia,home,41,1,2021-03-01,tarragona,tarragones,True,False
tarragona,delicte,lgtbi fobia,home,31,1,2021-03-01,tarragona,tarragones,False,True
girona,delicte,etnic/origen nacional/origen racial,home,50,1,2021-03-01,santa coloma de farners,selva,True,False
girona,delicte,etnic/origen nacional/origen racial,home,35,1,2021-03-01,santa coloma de farners,selva,True,False
girona,delicte,etnic/origen nacional/origen racial,home,23,1,2021-03-01,caldes de malavella,selva,False,True
girona,delicte,orientacio politica,home,19,1,2021-03-01,girona,girones,True,False
girona,delicte,orientacio politica,home,24,1,2021-03-01,girona,girones,False,True
lleida,delicte,etnic/origen nacional/origen racial,home,58,1,2021-03-01,lleida,segria,True,False
lleida,delicte,etnic/origen nacional/origen racial,dona,75,1,2021-03-01,lleida,segria,True,False
lleida,delicte,etnic/origen nacional/origen racial,dona,30,1,2021-03-01,lleida,segria,False,True
barcelona,delicte,lgtbi fobia,dona,33,1,2021-03-01,els hostalets de pierola,anoia,False,True
barcelona,delicte,lgtbi fobia,home,43,1,2021-03-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,36,1,2021-03-01,barcelona,barcelones,False,True
barcelona,delicte,religios,home,42,1,2021-03-01,sabadell,valles occidental,False,True
girona,delicte,religios,home,32,1,2021-04-01,girona,girones,True,False
girona,delicte,religios,dona,41,1,2021-04-01,girona,girones,False,True
tarragona,delicte,lgtbi fobia,dona,42,1,2021-04-01,salou,tarragones,False,True
tarragona,delicte,lgtbi fobia,dona,52,1,2021-04-01,salou,tarragones,True,False
barcelona,delicte,lgtbi fobia,home,47,1,2021-04-01,granollers,valles oriental,True,False
barcelona,delicte,lgtbi fobia,home,39,1,2021-04-01,cardedeu,valles oriental,False,True
girona,delicte,etnic/origen nacional/origen racial,home,46,1,2021-04-01,la bisbal demporda,baix emporda,True,False
girona,delicte,etnic/origen nacional/origen racial,home,24,1,2021-04-01,la bisbal demporda,baix emporda,False,True
barcelona,delicte,lgtbi fobia,home,31,1,2021-04-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,29,1,2021-04-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,21,1,2021-04-01,barcelona,barcelones,False,True
barcelona,infraccio administrativa,lgtbi fobia,dona,38,1,2021-04-01,sant feliu de llobregat,baix llobregat,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,57,1,2021-04-01,barcelona,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,84,1,2021-04-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,39,1,2021-04-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,22,1,2021-04-01,barcelona,barcelones,False,True
barcelona,delicte,orientacio politica,home,21,1,2021-04-01,barcelona,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,37,1,2021-04-01,sitges,garraf,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,28,1,2021-04-01,sitges,garraf,True,False
girona,delicte,orientacio politica,dona,42,1,2021-04-01,sant feliu de guixols,baix emporda,False,True
barcelona,delicte,lgtbi fobia,home,48,1,2021-04-01,vic,osona,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,43,1,2021-04-01,mataro,maresme,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,18,1,2021-04-01,mataro,maresme,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,77,1,2021-04-01,vilanova i la geltru,garraf,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,33,1,2021-04-01,vilanova i la geltru,garraf,False,True
girona,delicte,lgtbi fobia,home,17,1,2021-04-01,blanes,selva,True,False
girona,delicte,lgtbi fobia,home,18,1,2021-04-01,blanes,selva,False,True
barcelona,delicte,orientacio politica,home,47,1,2021-04-01,vic,osona,False,True
barcelona,delicte,lgtbi fobia,dona,38,1,2021-04-01,sant cugat del valles,valles occidental,False,True
barcelona,delicte,lgtbi fobia,home,69,1,2021-04-01,sant cugat del valles,valles occidental,True,False
lleida,delicte,etnic/origen nacional/origen racial,home,33,1,2021-04-01,lleida,segria,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,43,1,2021-04-01,barcelona,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,41,1,2021-04-01,barcelona,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,43,1,2021-04-01,barcelona,barcelones,True,False
barcelona,altres,lgtbi fobia,dona,38,1,2021-04-01,sant feliu de llobregat,baix llobregat,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,19,1,2021-04-01,barcelona,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,19,1,2021-04-01,barcelona,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,18,1,2021-04-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,35,1,2021-04-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,29,1,2021-04-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,23,1,2021-04-01,sabadell,valles occidental,False,True
barcelona,delicte,orientacio politica,home,52,1,2021-04-01,caldes de montbui,valles oriental,False,True
barcelona,delicte,orientacio politica,home,51,1,2021-04-01,sant adria de besos,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,25,1,2021-04-01,vilanova del cami,anoia,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,49,1,2021-04-01,igualada,anoia,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,23,1,2021-04-01,vilanova del cami,anoia,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,34,1,2021-04-01,hospitalet de llobregat,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,56,1,2021-04-01,hospitalet de llobregat,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,35,1,2021-04-01,badalona,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,20,1,2021-04-01,badalona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,23,1,2021-04-01,badalona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,18,1,2021-04-01,badalona,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,16,1,2021-04-01,badalona,barcelones,True,False
girona,delicte,orientacio politica,home,44,1,2021-04-01,girona,girones,False,True
barcelona,delicte,lgtbi fobia,home,17,1,2021-04-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,12,1,2021-04-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,13,1,2021-04-01,barcelona,barcelones,True,False
barcelona,delicte,orientacio politica,home,19,1,2021-04-01,barcelona,barcelones,True,False
barcelona,delicte,orientacio politica,home,19,1,2021-04-01,barcelona,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,22,1,2021-05-01,barcelona,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,22,1,2021-05-01,barcelona,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,21,1,2021-05-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,38,1,2021-05-01,barcelona,barcelones,False,True
barcelona,delicte,lgtbi fobia,dona,55,1,2021-05-01,barcelona,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,39,1,2021-05-01,barcelona,barcelones,False,True
